순번,생산라인코드,생산일자,작업장코드,충전실온도,실링온도,쿠킹온도,쿠킹스팀압력,실링압력,생산시간,오류발생작업장명,Error_Message,발생시간,종료시간,오류조치시간_보정,비가동코드,오류발생여부,Error_label,Error_name,Error_class,name,year
8,P004,2011-02-21,W007,70.80270604,117.402706,153.696356,24.196,209.479,81.51,,,,,,,0,110,정상,0,0:정상,2011
9,D008,2011-02-21,W005,72.15873321,101.5587332,137.2075832,23.766,207.998,75.6,,,,,,,0,110,정상,0,0:정상,2011
10,C002,2011-02-21,W003,71.28758995,92.08758995,127.51689,23.62,211.07,79.63,,,,,,,0,110,정상,0,0:정상,2011
11,C007,2011-02-21,W003,71.10151953,96.70151953,132.2401195,23.692,207.229,72.46,,,,,,,0,110,정상,0,0:정상,2011
13,C003,2011-02-21,W003,71.69012415,85.89012415,121.5374242,23.765,207.562,80.13,,,,,,,0,110,정상,0,0:정상,2011
16,C002,2011-02-21,W003,71.53138207,94.53138207,130.1781821,23.765,215.001,78.12,,,,,,,0,110,정상,0,0:정상,2011
17,C002,2011-02-21,W003,72.123905,89.823905,125.598805,23.85,206.363,78.8,,,,,,,0,110,정상,0,0:정상,2011
18,D004,2011-02-21,W005,71.9689887,107.8689887,142.8052387,23.291,213.616,78.29,,,,,,,0,110,정상,0,0:정상,2011
1,C002,2011-02-22,W003,70.92049433,112.5204943,148.3263943,23.871,211.16,75.98,,,,,,,0,110,정상,0,0:정상,2011
2,C003,2011-02-22,W003,72.33382613,127.9338261,163.9890761,24.037,209.402,79.53,,,,,,,0,110,정상,0,0:정상,2011
3,C007,2011-02-22,W003,70.81078441,93.51078441,129.4927844,23.988,206.343,78.68,,,,,,,0,110,정상,0,0:정상,2011
4,C002,2011-02-22,W003,73.10157412,109.6015741,144.7813241,23.453,207.996,75.1,,,,,,,0,110,정상,0,0:정상,2011
5,C007,2011-02-22,W003,72.06656713,90.56656713,126.0584671,23.661,208.209,79.7,,,,,,,0,110,정상,0,0:정상,2011
6,C007,2011-02-22,W003,71.53495366,137.5349537,173.3145537,23.853,213.258,73.98,,,,,,,0,110,정상,0,0:정상,2011
7,C007,2011-02-22,W003,69.38343489,108.7834349,143.7295349,23.297,207.717,70.04,,,,,,,0,110,정상,0,0:정상,2011
8,C003,2011-02-22,W003,71.53152606,116.2315261,151.4158261,23.456,205.808,72.15,,,,,,,0,110,정상,0,0:정상,2011
9,P002,2011-02-22,W007,70.65168477,119.0516848,154.2501848,23.466,201.068,71.42,,,,,,,0,110,정상,0,0:정상,2011
10,D011,2011-02-22,W005,71.63762371,119.5376237,154.5141737,23.318,204.575,76.44,,,,,,,0,110,정상,0,0:정상,2011
11,C006,2011-02-22,W003,71.29618656,112.9961866,148.3549366,23.573,204.817,74.97,,,,,,,0,110,정상,0,0:정상,2011
12,C006,2011-02-22,W003,71.83440749,96.63440749,131.7545575,23.413,206.273,71.48,,,,,,,0,110,정상,0,0:정상,2011
13,C007,2011-02-22,W003,73.38011069,115.6801107,151.0940107,23.609,211.473,78.84,,,,,,,0,110,정상,0,0:정상,2011
14,C007,2011-02-22,W003,72.02402457,107.5240246,142.7290746,23.47,206.64,72.98,,,,,,,0,110,정상,0,0:정상,2011
15,D004,2011-02-22,W005,71.33360507,107.1336051,142.8982051,23.843,211.712,76.86,,,,,,,0,110,정상,0,0:정상,2011
16,D011,2011-02-22,W005,71.85986535,111.3598654,146.4952154,23.424,206.992,78.98,,,,,,,0,110,정상,0,0:정상,2011
19,P004,2011-02-22,W007,70.8817866,93.1817866,127.6342366,22.968,202.038,,포장실,식사,0:31,1:37,66.0,W007212,1,58,식사,3,3:기타,2011
20,C006,2011-02-22,W003,71.8385637,96.9385637,131.9107137,23.315,202.667,70.13,,,,,,,0,110,정상,0,0:정상,2011
21,D004,2011-02-22,W005,71.59893014,86.69893014,122.1840801,23.657,204.037,73.42,,,,,,,0,110,정상,0,0:정상,2011
22,P004,2011-02-22,W007,71.93359128,128.1335913,163.5704913,23.625,211.575,78.45,,,,,,,0,110,정상,0,0:정상,2011
23,D004,2011-02-22,W005,70.85547609,102.4554761,137.2773761,23.215,202.239,72.66,,,,,,,0,110,정상,0,0:정상,2011
1,C007,2011-02-23,W003,71.27050133,113.1705013,148.6368013,23.644,206.755,71.54,,,,,,,0,110,정상,0,0:정상,2011
2,D003,2011-02-23,W005,72.21007182,97.01007182,132.7645218,23.836,207.944,73.21,,,,,,,0,110,정상,0,0:정상,2011
3,D005,2011-02-23,W005,69.52161028,112.8216103,148.3891103,23.712,208.847,78.09,,,,,,,0,110,정상,0,0:정상,2011
4,C008,2011-02-23,W003,73.06987404,114.169874,149.773474,23.736,207.98,76.74,,,,,,,0,110,정상,0,0:정상,2011
5,C008,2011-02-23,W003,70.56073047,104.4607305,139.8396305,23.586,209.187,71.43,,,,,,,0,110,정상,0,0:정상,2011
6,C008,2011-02-23,W003,71.13292664,94.83292664,130.1715766,23.559,202.327,73.4,,,,,,,0,110,정상,0,0:정상,2011
7,C003,2011-02-23,W003,69.95081856,92.75081856,127.8946186,23.429,205.015,72.23,,,,,,,0,110,정상,0,0:정상,2011
8,C001,2011-02-23,W003,70.38309842,132.3830984,168.0428484,23.773,206.588,74.62,,,,,,,0,110,정상,0,0:정상,2011
9,C004,2011-02-23,W003,72.05372128,120.0537213,155.3249213,23.514,204.096,78.33,,,,,,,0,110,정상,0,0:정상,2011
10,D001,2011-02-23,W005,70.51779143,132.1177914,166.9925414,23.25,207.317,75.11,,,,,,,0,110,정상,0,0:정상,2011
11,C002,2011-02-23,W003,71.54095898,111.940959,147.352109,23.607,205.626,73.42,,,,,,,0,110,정상,0,0:정상,2011
12,D001,2011-02-23,W005,73.08614297,111.786143,147.617193,23.887,211.026,72.56,,,,,,,0,110,정상,0,0:정상,2011
13,D005,2011-02-23,W005,70.43058264,103.7305826,139.5044826,23.849,212.499,76.66,,,,,,,0,110,정상,0,0:정상,2011
14,C007,2011-02-23,W003,71.45450133,119.5545013,154.7260013,23.448,201.394,78.32,,,,,,,0,110,정상,0,0:정상,2011
15,D005,2011-02-23,W005,70.03672234,102.3367223,137.8208723,23.656,207.301,75.36,,,,,,,0,110,정상,0,0:정상,2011
16,C008,2011-02-23,W003,71.85421186,99.05421186,134.7923119,23.825,207.55,77.04,,,,,,,0,110,정상,0,0:정상,2011
17,D011,2011-02-23,W005,71.60941464,110.3094146,145.6232646,23.543,207.631,72.41,,,,,,,0,110,정상,0,0:정상,2011
17,D006,2011-02-23,W005,70.56994645,118.4699465,154.2119465,23.828,207.372,76.55,,,,,,,0,110,정상,0,0:정상,2011
18,D011,2011-02-23,W005,71.00215945,101.4021595,137.0564095,23.77,205.757,77.56,,,,,,,0,110,정상,0,0:정상,2011
18,D006,2011-02-23,W005,71.43347134,140.1334713,175.1553713,23.348,204.274,77.47,,,,,,,0,110,정상,0,0:정상,2011
19,D004,2011-02-23,W005,71.84155747,92.84155747,127.6902075,23.232,204.387,72.45,,,,,,,0,110,정상,0,0:정상,2011
19,D006,2011-02-23,W005,72.21078558,100.7107856,136.1527356,23.628,209.921,74.36,,,,,,,0,110,정상,0,0:정상,2011
20,D004,2011-02-23,W005,70.69137996,105.99138,141.66053,23.779,208.895,74.99,,,,,,,0,110,정상,0,0:정상,2011
20,D006,2011-02-23,W005,70.88714168,107.5871417,143.0787917,23.661,208.343,76.87,,,,,,,0,110,정상,0,0:정상,2011
21,D004,2011-02-23,W005,70.36961085,110.5696109,145.9416109,23.581,208.165,79.47,,,,,,,0,110,정상,0,0:정상,2011
21,D006,2011-02-23,W005,72.36074556,91.26074556,126.2380956,23.318,206.076,78.14,,,,,,,0,110,정상,0,0:정상,2011
22,D004,2011-02-23,W005,72.41644971,101.2164497,136.5754497,23.573,211.984,73.32,,,,,,,0,110,정상,0,0:정상,2011
22,P004,2011-02-23,W007,72.09206024,86.69206024,122.3623602,23.78,206.477,71.67,,,,,,,0,110,정상,0,0:정상,2011
23,P004,2011-02-23,W007,71.56952657,86.26952657,121.8395766,23.713,211.078,78.81,,,,,,,0,110,정상,0,0:정상,2011
23,C002,2011-02-23,W003,71.87297585,110.7729759,146.2463759,23.649,206.251,72.64,,,,,,,0,110,정상,0,0:정상,2011
24,P004,2011-02-23,W007,71.74563055,126.0456306,162.2135306,24.112,210.361,79.94,,,,,,,0,110,정상,0,0:정상,2011
24,C006,2011-02-23,W003,71.5782911,92.3782911,127.3587911,23.32,203.703,71.38,,,,,,,0,110,정상,0,0:정상,2011
25,D004,2011-02-23,W005,72.17926201,119.679262,155.391212,23.808,210.531,75.48,,,,,,,0,110,정상,0,0:정상,2011
25,D006,2011-02-23,W005,70.52146607,127.9214661,163.7688661,23.898,210.91,79.94,,,,,,,0,110,정상,0,0:정상,2011
26,D004,2011-02-23,W005,71.46166833,83.86166833,119.0773183,23.477,200.094,73.15,,,,,,,0,110,정상,0,0:정상,2011
26,C007,2011-02-23,W003,70.44581667,102.3458167,137.0400167,23.129,199.723,,쿠킹실,충전,19:10,19:24,14.0,W003452,1,96,충전,2,2:공정 중 발생,2011
27,D005,2011-02-23,W005,70.19458928,118.4945893,153.8343393,23.56,207.987,76.56,,,,,,,0,110,정상,0,0:정상,2011
28,D011,2011-02-23,W005,71.38723356,102.2872336,137.4630336,23.451,203.275,72.22,,,,,,,0,110,정상,0,0:정상,2011
29,D004,2011-02-23,W005,71.69966895,139.999669,175.527169,23.685,209.808,73.1,,,,,,,0,110,정상,0,0:정상,2011
30,D005,2011-02-23,W005,72.15587372,94.35587372,129.4977237,23.428,209.768,78.93,,,,,,,0,110,정상,0,0:정상,2011
1,C003,2011-02-24,W003,73.11359045,108.2135905,144.7899905,24.384,213.8,75.28,,,,,,,0,110,정상,0,0:정상,2011
2,C002,2011-02-24,W003,71.64191363,91.94191363,127.7344136,23.862,205.867,78.75,,,,,,,0,110,정상,0,0:정상,2011
3,D005,2011-02-24,W005,71.5663324,112.8663324,148.2321324,23.577,207.407,77.88,,,,,,,0,110,정상,0,0:정상,2011
4,C007,2011-02-24,W003,72.41890676,111.2189068,147.1797568,23.974,206.934,72.73,,,,,,,0,110,정상,0,0:정상,2011
5,C001,2011-02-24,W003,70.76411162,124.5641116,159.7191616,23.437,208.539,77.04,,,,,,,0,110,정상,0,0:정상,2011
6,C002,2011-02-24,W003,70.27876517,109.6787652,145.4700152,23.861,210.915,75.9,,,,,,,0,110,정상,0,0:정상,2011
7,C002,2011-02-24,W003,73.80127876,113.3012788,148.8473788,23.697,205.166,79.37,,,,,,,0,110,정상,0,0:정상,2011
8,D005,2011-02-24,W005,71.80945932,114.9094593,149.7346593,23.217,202.699,75.11,,,,,,,0,110,정상,0,0:정상,2011
9,C008,2011-02-24,W003,73.16188195,108.861882,143.934882,23.382,205.488,72.06,,,,,,,0,110,정상,0,0:정상,2011
10,C007,2011-02-24,W003,72.10509187,96.30509187,131.5927919,23.525,204.912,73.8,,,,,,,0,110,정상,0,0:정상,2011
11,C003,2011-02-24,W003,72.72214965,76.62214965,112.3639997,23.828,205.655,72.41,,,,,,,0,110,정상,0,0:정상,2011
12,C001,2011-02-24,W003,71.25325204,93.65325204,128.668902,23.344,206.64,78.68,,,,,,,0,110,정상,0,0:정상,2011
13,D005,2011-02-24,W005,71.18971045,125.3897105,161.2972105,23.938,212.75,79.67,,,,,,,0,110,정상,0,0:정상,2011
14,C007,2011-02-24,W003,73.29733864,111.4973386,147.1683386,23.781,199.481,72.32,,,,,,,0,110,정상,0,0:정상,2011
15,C003,2011-02-24,W003,71.4527281,110.0527281,145.5441781,23.661,205.698,78.72,,,,,,,0,110,정상,0,0:정상,2011
16,C007,2011-02-24,W003,72.52913042,101.0291304,136.6011304,23.715,209.392,72.26,,,,,,,0,110,정상,0,0:정상,2011
17,C002,2011-02-24,W003,70.66872389,104.6687239,140.3537739,23.79,210.677,77.82,,,,,,,0,110,정상,0,0:정상,2011
18,C001,2011-02-24,W003,71.4998219,99.2998219,134.9927219,23.795,208.141,74.35,,,,,,,0,110,정상,0,0:정상,2011
19,C007,2011-02-24,W003,73.75583197,107.155832,142.760832,23.737,207.098,79.67,,,,,,,0,110,정상,0,0:정상,2011
20,D005,2011-02-24,W005,69.35740503,83.25740503,118.415805,23.439,201.231,76.19,,,,,,,0,110,정상,0,0:정상,2011
21,C003,2011-02-24,W003,72.29902502,102.099025,136.944225,23.23,210.051,75.99,,,,,,,0,110,정상,0,0:정상,2011
23,D005,2011-02-24,W005,70.63912957,118.4391296,154.0263796,23.725,206.233,73.6,,,,,,,0,110,정상,0,0:정상,2011
24,C003,2011-02-24,W003,70.37863798,81.37863798,117.211638,23.889,208.551,74.81,,,,,,,0,110,정상,0,0:정상,2011
25,C003,2011-02-24,W003,72.27042126,103.0704213,138.7591713,23.793,209.179,77.23,,,,,,,0,110,정상,0,0:정상,2011
26,C005,2011-02-24,W003,72.4246335,103.2246335,138.5695335,23.563,204.942,72.16,,,,,,,0,110,정상,0,0:정상,2011
27,C001,2011-02-24,W003,72.82319914,100.6231991,136.5811991,23.972,210.065,76.77,,,,,,,0,110,정상,0,0:정상,2011
28,D011,2011-02-24,W005,70.42934058,119.3293406,154.7352406,23.604,209.499,78.16,,,,,,,0,110,정상,0,0:정상,2011
29,C004,2011-02-24,W003,70.09153529,109.2915353,144.1179353,23.218,202.951,74.14,,,,,,,0,110,정상,0,0:정상,2011
31,C004,2011-02-24,W003,72.09009522,104.4900952,139.2387452,23.166,207.131,,쿠킹실,충진 미종료,2:30,5:11,161.0,W003721,1,97,충진 미종료,2,2:공정 중 발생,2011
32,P004,2011-02-24,W007,71.19072236,111.6907224,146.3752724,23.123,204.263,,포장실,식사,5:30,6:29,59.0,W007212,1,58,식사,3,3:기타,2011
33,P004,2011-02-24,W007,72.43916102,122.339161,158.244961,23.937,211.793,74.78,,,,,,,0,110,정상,0,0:정상,2011
34,D004,2011-02-24,W005,70.89630903,112.596309,148.067759,23.648,203.176,71.64,,,,,,,0,110,정상,0,0:정상,2011
35,D004,2011-02-24,W005,71.67180923,119.5718092,155.2023592,23.754,205.531,77.43,,,,,,,0,110,정상,0,0:정상,2011
36,P004,2011-02-24,W007,70.52364077,87.42364077,122.8548908,23.621,208.547,73.24,,,,,,,0,110,정상,0,0:정상,2011
1,C002,2011-02-25,W003,70.1188611,82.2188611,117.5192611,23.534,209.67,75.31,,,,,,,0,110,정상,0,0:정상,2011
2,C003,2011-02-25,W003,71.81656575,100.7165658,136.7508158,24.023,209.868,77.14,,,,,,,0,110,정상,0,0:정상,2011
3,C003,2011-02-25,W003,70.59354746,112.6935475,147.9006475,23.471,202.9,78.7,,,,,,,0,110,정상,0,0:정상,2011
4,D011,2011-02-25,W005,70.96469672,92.96469672,128.1777467,23.475,207.511,78.49,,,,,,,0,110,정상,0,0:정상,2011
5,D001,2011-02-25,W005,71.86385053,101.6638505,136.9129005,23.499,206.467,72.82,,,,,,,0,110,정상,0,0:정상,2011
6,C006,2011-02-25,W003,70.09265039,128.0926504,164.4708504,24.252,214.979,73.43,,,,,,,0,110,정상,0,0:정상,2011
30,C004,2011-02-25,W003,71.22005133,120.0200513,155.5904513,23.714,205.092,73.14,,,,,,,0,110,정상,0,0:정상,2011
31,P004,2011-02-25,W007,71.46138032,126.5613803,161.7856303,23.483,203.558,72.46,,,,,,,0,110,정상,0,0:정상,2011
32,C004,2011-02-25,W003,72.01743387,123.5174339,159.4942839,23.985,208.374,72.51,,,,,,,0,110,정상,0,0:정상,2011
33,C004,2011-02-25,W003,71.13260523,97.23260523,132.9603052,23.818,213.992,75.9,,,,,,,0,110,정상,0,0:정상,2011
34,P004,2011-02-25,W007,71.77289176,103.2728918,138.8405918,23.712,211.971,79.79,,,,,,,0,110,정상,0,0:정상,2011
35,D004,2011-02-25,W005,71.4738585,111.9738585,146.8521085,23.252,205.356,73.41,,,,,,,0,110,정상,0,0:정상,2011
36,C006,2011-02-25,W003,70.27419526,88.37419526,124.2269453,23.902,212.612,78.62,,,,,,,0,110,정상,0,0:정상,2011
37,D004,2011-02-25,W005,68.73721693,106.0372169,141.6944169,23.771,207.797,74.68,,,,,,,0,110,정상,0,0:정상,2011
38,D004,2011-02-25,W005,68.78459137,107.6845914,143.8121914,24.085,212.27,78.88,,,,,,,0,110,정상,0,0:정상,2011
39,D004,2011-02-25,W005,71.43539072,101.5353907,136.5826907,23.365,210.077,70.8,,,,,,,0,110,정상,0,0:정상,2011
40,D004,2011-02-25,W005,71.64034307,107.7403431,143.3558931,23.744,207.751,76.29,,,,,,,0,110,정상,0,0:정상,2011
42,D004,2011-02-25,W005,70.21195756,95.61195756,131.1083576,23.664,210.852,74.47,,,,,,,0,110,정상,0,0:정상,2011
43,D004,2011-02-25,W005,71.12500992,104.2250099,140.2467599,24.015,211.7,73.4,,,,,,,0,110,정상,0,0:정상,2011
1,C008,2011-03-01,W003,72.18666197,96.98666197,132.468612,23.655,207.058,78.25,,,,,,,0,110,정상,0,0:정상,2011
2,C007,2011-03-01,W003,71.23749248,89.33749248,124.4965425,23.439,202.145,75.3,,,,,,,0,110,정상,0,0:정상,2011
3,D004,2011-03-01,W005,69.25740509,99.45740509,134.2500051,23.195,202.131,,충전실,제품 넘어짐 청소,8:57,10:30,93.0,W005432,1,90,제품 넘어짐 청소,2,2:공정 중 발생,2011
4,C007,2011-03-01,W003,71.72239039,94.72239039,130.1977404,23.65,202.928,77.25,,,,,,,0,110,정상,0,0:정상,2011
5,C007,2011-03-01,W003,73.03661196,95.03661196,130.628762,23.728,207.888,72.88,,,,,,,0,110,정상,0,0:정상,2011
6,P004,2011-03-01,W007,69.86915136,104.1691514,138.6622514,22.995,205.595,,포장실,휴식,10:14,10:23,9.0,W007211,1,108,휴식,3,3:기타,2011
7,C003,2011-03-01,W003,72.16047963,110.6604796,145.4909796,23.22,197.819,74.07,,,,,,,0,110,정상,0,0:정상,2011
9,C008,2011-03-01,W003,71.84806163,121.9480616,157.6562116,23.805,206.642,72.39,,,,,,,0,110,정상,0,0:정상,2011
10,D013,2011-03-01,W005,72.84835799,101.748358,136.820108,23.381,205.323,77.99,,,,,,,0,110,정상,0,0:정상,2011
11,D013,2011-03-01,W005,72.29597807,92.69597807,128.6914281,23.997,206.586,76.67,,,,,,,0,110,정상,0,0:정상,2011
12,D004,2011-03-01,W005,72.41476931,109.6147693,145.2673193,23.768,207.993,74.85,,,,,,,0,110,정상,0,0:정상,2011
13,D004,2011-03-01,W005,71.41875799,108.018758,142.880608,23.241,203.412,76.8,,,,,,,0,110,정상,0,0:정상,2011
14,C007,2011-03-01,W003,71.31404945,132.2140495,166.2857995,22.715,201.186,,쿠킹실,식사,13:05,13:35,30.0,W003212,1,58,식사,3,3:기타,2011
15,C003,2011-03-01,W003,70.90737498,87.80737498,123.440775,23.756,210.362,78.65,,,,,,,0,110,정상,0,0:정상,2011
16,C007,2011-03-01,W003,71.49941108,102.1994111,137.7200611,23.68,208.454,71.1,,,,,,,0,110,정상,0,0:정상,2011
17,C002,2011-03-01,W003,69.35265068,72.15265068,107.6975007,23.697,211.478,78.64,,,,,,,0,110,정상,0,0:정상,2011
18,D004,2011-03-01,W005,72.1125881,102.3125881,137.4424381,23.42,209.309,75.17,,,,,,,0,110,정상,0,0:정상,2011
19,P004,2011-03-01,W007,72.41786685,103.7178669,138.9569169,23.493,211.79,77.38,,,,,,,0,110,정상,0,0:정상,2011
20,C007,2011-03-01,W003,71.85413955,125.5541395,160.0167395,22.975,201.632,,쿠킹실,냉각,14:35,15:10,35.0,W003451,1,24,냉각,2,2:공정 중 발생,2011
21,C003,2011-03-01,W003,70.28996156,104.7899616,139.3208116,23.021,200.757,,쿠킹실,충전,15:27,15:53,26.0,W003452,1,96,충전,2,2:공정 중 발생,2011
22,D007,2011-03-01,W005,70.87571862,85.57571862,121.7693186,24.129,215.99,80.7,,,,,,,0,110,정상,0,0:정상,2011
23,D004,2011-03-01,W005,72.1310539,129.1310539,164.9104039,23.853,209.284,72.37,,,,,,,0,110,정상,0,0:정상,2011
24,C002,2011-03-01,W003,70.94860344,98.74860344,134.5464034,23.865,210.549,78.83,,,,,,,0,110,정상,0,0:정상,2011
25,D004,2011-03-01,W005,71.42249762,107.3224976,142.9718476,23.766,210.326,75.69,,,,,,,0,110,정상,0,0:정상,2011
26,P004,2011-03-01,W007,71.52923523,87.22923523,122.4179852,23.459,203.802,77.2,,,,,,,0,110,정상,0,0:정상,2011
27,D013,2011-03-01,W005,70.10835538,111.6083554,146.8294554,23.481,210.446,71.41,,,,,,,0,110,정상,0,0:정상,2011
28,P004,2011-03-01,W007,71.20445666,107.4044567,143.1797067,23.85,207.8,75.53,,,,,,,0,110,정상,0,0:정상,2011
1,C006,2011-03-02,W003,72.25145448,127.0514545,163.0815045,24.02,214.415,78.85,,,,,,,0,110,정상,0,0:정상,2011
2,C007,2011-03-02,W003,72.33406713,105.3340671,140.9185671,23.723,208.277,78.38,,,,,,,0,110,정상,0,0:정상,2011
3,C007,2011-03-02,W003,71.31640045,102.0164005,137.4154505,23.599,202.597,73.68,,,,,,,0,110,정상,0,0:정상,2011
4,C003,2011-03-02,W003,73.34698503,83.24698503,118.659835,23.609,207.625,74.41,,,,,,,0,110,정상,0,0:정상,2011
5,C007,2011-03-02,W003,73.17502467,109.3750247,144.4977247,23.415,206.028,74.62,,,,,,,0,110,정상,0,0:정상,2011
6,C007,2011-03-02,W003,73.01986084,91.01986084,126.1563608,23.424,201.573,71.42,,,,,,,0,110,정상,0,0:정상,2011
7,L002,2011-03-02,W002,71.43589779,97.93589779,133.3769978,23.627,204.606,75.59,,,,,,,0,110,정상,0,0:정상,2011
8,D006,2011-03-02,W005,72.18375235,109.9837524,145.5836524,23.733,213.765,75.7,,,,,,,0,110,정상,0,0:정상,2011
9,D013,2011-03-02,W005,70.47989942,87.57989942,122.0401994,22.974,200.324,,충전실,원료,12:04,13:08,64.0,W005721,1,76,원료,2,2:공정 중 발생,2011
10,P005,2011-03-02,W007,72.18495482,135.6849548,171.7041548,24.013,206.254,80.15,,,,,,,0,110,정상,0,0:정상,2011
11,C001,2011-03-02,W003,69.18445469,116.1844547,151.6285047,23.629,208.266,73.83,,,,,,,0,110,정상,0,0:정상,2011
12,C003,2011-03-02,W003,71.0479715,99.0479715,133.8584715,23.207,202.038,73.97,,,,,,,0,110,정상,0,0:정상,2011
13,D006,2011-03-02,W005,72.41911929,105.7191193,140.4166193,23.132,199.97,,충전실,대기,15:25,15:54,29.0,W005711,1,29,대기,1,1:공정 전 발생,2011
14,C003,2011-03-02,W003,72.03652691,91.53652691,126.9498769,23.609,207.332,73.49,,,,,,,0,110,정상,0,0:정상,2011
15,D011,2011-03-02,W005,69.81832189,105.7183219,142.5884219,24.58,210.958,75.9,,,,,,,0,110,정상,0,0:정상,2011
16,C007,2011-03-02,W003,71.60567929,111.3056793,146.8459293,23.694,205.084,77.05,,,,,,,0,110,정상,0,0:정상,2011
17,C010,2011-03-02,W003,69.01231292,91.81231292,126.9453129,23.422,202.589,71.43,,,,,,,0,110,정상,0,0:정상,2011
18,C003,2011-03-02,W003,72.54419477,77.44419477,112.9101448,23.644,202.624,74.13,,,,,,,0,110,정상,0,0:정상,2011
19,D006,2011-03-02,W005,71.10836663,112.0083666,146.7770666,23.179,201.656,,충전실,대기,18:22,18:38,16.0,W005711,1,29,대기,1,1:공정 전 발생,2011
20,D004,2011-03-02,W005,71.7765892,108.9765892,144.2444392,23.512,212.22,74.76,,,,,,,0,110,정상,0,0:정상,2011
21,D004,2011-03-02,W005,70.5009977,107.9009977,143.4844977,23.722,207.533,79.95,,,,,,,0,110,정상,0,0:정상,2011
22,C010,2011-03-02,W003,70.22423051,95.82423051,131.2389305,23.61,208.97,73.4,,,,,,,0,110,정상,0,0:정상,2011
23,C002,2011-03-02,W003,71.48489981,113.2848998,148.3985498,23.409,207.195,72.98,,,,,,,0,110,정상,0,0:정상,2011
29,P004,2011-03-02,W007,70.70883747,109.3088375,144.0942375,23.19,205.246,,포장실,휴식,3:13,3:43,30.0,W007211,1,108,휴식,3,3:기타,2011
30,D011,2011-03-02,W005,70.64324263,105.9432426,141.7923426,23.899,211.694,75.98,,,,,,,0,110,정상,0,0:정상,2011
31,D004,2011-03-02,W005,72.16786811,115.5678681,150.8384681,23.514,204.804,74.24,,,,,,,0,110,정상,0,0:정상,2011
32,D004,2011-03-02,W005,72.23825173,117.2382517,152.2164517,23.319,207.845,78.95,,,,,,,0,110,정상,0,0:정상,2011
33,D004,2011-03-02,W005,70.45950304,106.759503,142.142553,23.589,208.651,74.54,,,,,,,0,110,정상,0,0:정상,2011
1,C005,2011-03-03,W003,71.47478615,89.67478615,125.5965362,23.948,205.322,78.18,,,,,,,0,110,정상,0,0:정상,2011
2,C007,2011-03-03,W003,69.7274169,118.8274169,154.1341169,23.538,206.63,75.99,,,,,,,0,110,정상,0,0:정상,2011
4,C003,2011-03-03,W003,69.85848221,119.4584822,155.0157822,23.705,207.973,71.81,,,,,,,0,110,정상,0,0:정상,2011
5,C003,2011-03-03,W003,70.23267116,105.0326712,140.8012212,23.846,214.526,80.19,,,,,,,0,110,정상,0,0:정상,2011
6,C001,2011-03-03,W003,71.68414158,113.3841416,148.6122416,23.485,202.773,75.46,,,,,,,0,110,정상,0,0:정상,2011
7,C002,2011-03-03,W003,71.66771493,103.1677149,138.3944649,23.485,208.76,70.88,,,,,,,0,110,정상,0,0:정상,2011
8,D003,2011-03-03,W005,72.52796429,115.5279643,150.4149143,23.258,201.684,75.88,,,,,,,0,110,정상,0,0:정상,2011
9,C002,2011-03-03,W003,73.33995552,110.2399555,146.0229055,23.855,213.193,79.11,,,,,,,0,110,정상,0,0:정상,2011
10,D004,2011-03-03,W005,73.157019,93.957019,129.273269,23.544,206.827,73.91,,,,,,,0,110,정상,0,0:정상,2011
11,P004,2011-03-03,W007,70.51282675,121.4128268,157.2263768,23.876,211.866,76.73,,,,,,,0,110,정상,0,0:정상,2011
12,D004,2011-03-03,W005,72.67156337,93.97156337,128.6350634,23.109,205.824,,충전실,노즐,18:13,18:17,4.0,W0056E1,1,28,노즐,2,2:공정 중 발생,2011
13,C001,2011-03-03,W003,69.83701615,105.5370162,141.5943662,24.038,212.756,75.66,,,,,,,0,110,정상,0,0:정상,2011
14,D004,2011-03-03,W005,71.0995017,115.7995017,150.6532017,23.236,194.239,71.69,,,,,,,0,110,정상,0,0:정상,2011
15,D001,2011-03-03,W005,70.77203733,107.0720373,142.3004373,23.486,199.83,72.69,,,,,,,0,110,정상,0,0:정상,2011
16,C010,2011-03-03,W003,71.90859843,108.1085984,144.1737984,24.043,208.053,78.89,,,,,,,0,110,정상,0,0:정상,2011
24,P004,2011-03-03,W007,70.61803276,107.2180328,142.9097328,23.794,209.704,79.27,,,,,,,0,110,정상,0,0:정상,2011
25,D004,2011-03-03,W005,70.77409749,99.47409749,135.2375475,23.842,208.517,77.56,,,,,,,0,110,정상,0,0:정상,2011
26,D004,2011-03-03,W005,71.48724968,94.48724968,129.4833497,23.331,206.874,74.17,,,,,,,0,110,정상,0,0:정상,2011
27,D004,2011-03-03,W005,71.13279264,123.2327926,158.9545926,23.815,210.844,73.06,,,,,,,0,110,정상,0,0:정상,2011
1,C008,2011-03-04,W003,71.6034624,105.9034624,141.3035124,23.6,209.172,77.72,,,,,,,0,110,정상,0,0:정상,2011
2,D013,2011-03-04,W005,71.71722369,106.0172237,141.3136237,23.531,213.33,77.64,,,,,,,0,110,정상,0,0:정상,2011
3,C001,2011-03-04,W003,72.834258,119.034258,154.969558,23.957,209.176,76.74,,,,,,,0,110,정상,0,0:정상,2011
4,P004,2011-03-04,W007,72.86842852,119.6684285,155.6596785,23.994,211.102,73.0,,,,,,,0,110,정상,0,0:정상,2011
